champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Tryndamere,Ornn,23,516,1.61,2.79,0.463,0.537,0.328,0.391,16438,16828,0 days 00:18:34,0 days 00:15:52,0.4575,0.5425,0.5069,0.5259,0.0164,0.0432,0.0044,0.005
Jayce,Kayle,126,10,2.11,1.83,0.6033,0.3967,0.406,0.364,21955,14673,0 days 00:18:08,0 days 00:15:40,0.5166,0.4834,0.4811,0.5077,0.0719,0.0219,0.0497,0.0035
Malphite,Singed,54,27,2.63,1.95,0.6012,0.3988,0.405,0.382,16551,16561,0 days 00:17:27,0 days 00:19:50,0.4836,0.5164,0.5058,0.5142,0.046,0.0101,0.1194,0.0013
Urgot,Kalista,6,429,2.37,1.27,0.5737,0.4263,0.398,0.367,14947,17279,0 days 00:14:49,0 days 00:16:42,0.6543,0.3457,0.5006,0.4445,0.0178,0.0055,0.0019,0.0029
Teemo,Sett,17,875,1.6,2.13,0.4097,0.5903,0.325,0.368,22204,16589,0 days 00:17:09,0 days 00:17:06,0.4706,0.5294,0.4977,0.5074,0.0139,0.1382,0.0104,0.1052
Lucian,Camille,236,164,1.53,2.02,0.4518,0.5482,0.381,0.368,17613,14662,0 days 00:17:50,0 days 00:15:37,0.4519,0.5481,0.4612,0.5,0.0193,0.0328,0.0429,0.0107
Dr. Mundo,Trundle,36,48,2.08,1.88,0.4094,0.5906,0.358,0.382,19366,17744,0 days 00:16:13,0 days 00:16:49,0.5567,0.4433,0.4922,0.4917,0.0063,0.0065,0.0009,0.0007
Jayce,Singed,126,27,2.02,2.06,0.5714,0.4286,0.417,0.375,21294,13321,0 days 00:17:48,0 days 00:16:17,0.4747,0.5253,0.4811,0.5142,0.0719,0.0101,0.0497,0.0013
Teemo,Poppy,17,78,1.73,2.15,0.5391,0.4609,0.343,0.368,21361,12859,0 days 00:19:52,0 days 00:16:18,0.5309,0.4691,0.4977,0.5177,0.0139,0.0274,0.0104,0.0383
Sett,Gwen,875,887,1.9,1.74,0.4983,0.5017,0.384,0.372,18856,18166,0 days 00:16:44,0 days 00:15:37,0.5311,0.4689,0.5074,0.5003,0.1382,0.0608,0.1052,0.2419
Sett,Darius,875,122,1.92,1.78,0.5428,0.4572,0.39,0.377,18704,16119,0 days 00:16:50,0 days 00:15:31,0.5228,0.4772,0.5074,0.5073,0.1382,0.0449,0.1052,0.1331
Singed,Lee Sin,27,64,1.93,2.43,0.3463,0.6537,0.402,0.458,17355,20338,0 days 00:16:27,0 days 00:18:18,0.4737,0.5263,0.5142,0.5086,0.0101,0.0572,0.0013,0.4689
Vladimir,Nasus,8,75,1.74,2.12,0.3619,0.6381,0.334,0.338,21939,17506,0 days 00:17:10,0 days 00:17:48,0.4501,0.5499,0.498,0.4941,0.0342,0.0166,0.0247,0.0043
Urgot,Ryze,6,13,2.4,1.68,0.5679,0.4321,0.394,0.347,16467,17301,0 days 00:16:54,0 days 00:17:28,0.5759,0.4241,0.5006,0.4426,0.0178,0.0104,0.0019,0.0025
Riven,Vayne,92,67,1.98,1.52,0.5109,0.4891,0.364,0.354,13266,18333,0 days 00:16:34,0 days 00:17:07,0.4725,0.5275,0.5231,0.4963,0.04,0.016,0.0043,0.0528
Vladimir,Kalista,8,429,1.91,1.58,0.3907,0.6093,0.344,0.378,16176,19866,0 days 00:14:31,0 days 00:18:49,0.5119,0.4881,0.498,0.4445,0.0342,0.0055,0.0247,0.0029
Vayne,Rengar,67,107,1.27,2.28,0.3793,0.6207,0.331,0.409,16907,18826,0 days 00:15:28,0 days 00:16:34,0.4197,0.5803,0.4963,0.501,0.016,0.0175,0.0528,0.011
Yasuo,Kalista,157,429,1.79,1.57,0.4551,0.5449,0.397,0.371,16207,17614,0 days 00:15:37,0 days 00:15:55,0.4831,0.5169,0.482,0.4445,0.0091,0.0055,0.1139,0.0029
Gangplank,Tryndamere,41,23,1.9,1.99,0.4189,0.5811,0.376,0.357,19831,17305,0 days 00:15:34,0 days 00:17:05,0.426,0.574,0.4902,0.5069,0.0303,0.0164,0.0235,0.0044
Rengar,Yasuo,107,157,2.36,1.32,0.6655,0.3345,0.405,0.349,17663,15346,0 days 00:15:36,0 days 00:15:52,0.5741,0.4259,0.501,0.482,0.0175,0.0091,0.011,0.1139
Wukong,Kled,62,240,2.11,2.3,0.4693,0.5307,0.403,0.435,18823,17096,0 days 00:16:00,0 days 00:17:42,0.4892,0.5108,0.5155,0.5165,0.0318,0.0294,0.0095,0.0122
Sett,Sylas,875,517,1.85,1.86,0.5122,0.4878,0.376,0.409,17387,15881,0 days 00:17:11,0 days 00:15:17,0.5251,0.4749,0.5074,0.5016,0.1382,0.1206,0.1052,0.242
Kennen,Warwick,85,19,1.95,1.98,0.3876,0.6124,0.376,0.383,21275,13850,0 days 00:18:32,0 days 00:18:01,0.5328,0.4672,0.496,0.5144,0.0274,0.0116,0.0064,0.003
Nasus,Gnar,75,150,2.0,2.09,0.5491,0.4509,0.347,0.376,16451,21642,0 days 00:16:04,0 days 00:17:56,0.5032,0.4968,0.4941,0.5,0.0166,0.0553,0.0043,0.0649
Sett,Shen,875,98,1.92,2.86,0.5829,0.4171,0.398,0.451,18347,12438,0 days 00:20:55,0 days 00:15:08,0.5062,0.4938,0.5074,0.5191,0.1382,0.0775,0.1052,0.1125
Akali,Riven,84,92,1.78,2.01,0.4451,0.5549,0.361,0.376,16673,16541,0 days 00:16:53,0 days 00:18:11,0.463,0.537,0.4693,0.5231,0.0659,0.04,0.2186,0.0043
Irelia,Vayne,39,67,1.65,1.54,0.5744,0.4256,0.379,0.359,15606,17662,0 days 00:17:16,0 days 00:15:23,0.4745,0.5255,0.4577,0.4963,0.0677,0.016,0.1462,0.0528
Vayne,Poppy,67,78,1.37,2.28,0.4576,0.5424,0.347,0.39,18560,13172,0 days 00:17:31,0 days 00:17:21,0.4868,0.5132,0.4963,0.5177,0.016,0.0274,0.0528,0.0383
Shen,Jax,98,24,3.06,1.61,0.4817,0.5183,0.454,0.352,12374,16430,0 days 00:16:04,0 days 00:20:31,0.5455,0.4545,0.5191,0.5016,0.0775,0.0422,0.1125,0.0243
Ryze,Rumble,13,68,1.95,2.01,0.4952,0.5048,0.36,0.393,18261,18282,0 days 00:19:00,0 days 00:16:38,0.4869,0.5131,0.4447,0.4868,0.0104,0.0296,0.0025,0.279
Vladimir,Gangplank,8,41,2.12,1.96,0.5919,0.4081,0.354,0.374,20224,19141,0 days 00:17:10,0 days 00:17:56,0.5434,0.4566,0.498,0.4902,0.0342,0.0303,0.0247,0.0235
Kayle,Rumble,10,68,1.98,2.2,0.4255,0.5745,0.371,0.413,17083,19695,0 days 00:17:12,0 days 00:17:52,0.5365,0.4635,0.5077,0.4868,0.0219,0.0289,0.0035,0.2814
Jax,Yorick,24,83,1.99,1.64,0.583,0.417,0.341,0.294,16976,15091,0 days 00:15:43,0 days 00:17:05,0.5527,0.4473,0.5016,0.4796,0.0422,0.0053,0.0243,0.0032
Singed,Volibear,27,106,1.92,2.33,0.3343,0.6657,0.398,0.371,18499,17203,0 days 00:18:22,0 days 00:18:06,0.5055,0.4945,0.5142,0.5094,0.0101,0.0393,0.0013,0.0479
Trundle,Sett,48,875,1.85,1.84,0.5251,0.4749,0.384,0.381,16082,19520,0 days 00:15:22,0 days 00:15:34,0.4829,0.5171,0.4917,0.508,0.0065,0.1376,0.0007,0.104
Gangplank,Nasus,41,75,2.13,2.03,0.455,0.545,0.374,0.327,22236,16190,0 days 00:18:11,0 days 00:17:02,0.4396,0.5604,0.4902,0.4941,0.0303,0.0166,0.0235,0.0043
Tryndamere,Nocturne,23,56,1.89,1.9,0.5738,0.4262,0.379,0.403,17738,17123,0 days 00:17:31,0 days 00:14:16,0.4795,0.5205,0.5069,0.5331,0.0164,0.0142,0.0044,0.0231
Gnar,Jayce,150,126,2.21,1.81,0.5529,0.4471,0.387,0.39,15297,20630,0 days 00:16:44,0 days 00:17:01,0.5146,0.4854,0.5,0.4811,0.0553,0.0719,0.0649,0.0497
Heimerdinger,Gwen,74,887,1.79,1.7,0.5345,0.4655,0.356,0.344,24947,14906,0 days 00:18:54,0 days 00:15:41,0.5563,0.4437,0.5131,0.5003,0.0086,0.0608,0.0085,0.2419
Ryze,Gangplank,13,41,1.83,2.35,0.5107,0.4893,0.333,0.369,17761,16403,0 days 00:17:42,0 days 00:17:05,0.4955,0.5045,0.4447,0.4885,0.0104,0.0303,0.0025,0.0235
Gnar,Sylas,150,517,1.81,2.09,0.3674,0.6326,0.364,0.415,16577,17448,0 days 00:17:12,0 days 00:16:46,0.4688,0.5312,0.5,0.5016,0.0553,0.1206,0.0649,0.242
Jayce,Akali,126,84,1.83,1.98,0.4399,0.5601,0.389,0.371,19895,15192,0 days 00:18:01,0 days 00:16:17,0.5197,0.4803,0.4811,0.4693,0.0719,0.0659,0.0497,0.2186
Malphite,Yasuo,54,157,2.81,1.41,0.5979,0.4021,0.406,0.349,14028,15052,0 days 00:16:29,0 days 00:18:29,0.5635,0.4365,0.5058,0.482,0.046,0.0091,0.1194,0.1139
Jayce,Malphite,126,54,1.56,2.8,0.3674,0.6326,0.367,0.413,17262,14183,0 days 00:18:14,0 days 00:16:54,0.4315,0.5685,0.4811,0.5058,0.0719,0.046,0.0497,0.1194
Urgot,Aatrox,6,266,1.87,2.08,0.4701,0.5299,0.386,0.38,18322,16241,0 days 00:17:04,0 days 00:17:22,0.4925,0.5075,0.5006,0.5033,0.0178,0.1485,0.0019,0.1015
Gwen,Garen,887,86,1.7,2.21,0.5004,0.4996,0.357,0.373,18723,17049,0 days 00:16:01,0 days 00:16:58,0.4671,0.5329,0.5003,0.5028,0.0608,0.0341,0.2419,0.0168
Kalista,Nocturne,429,56,1.06,2.55,0.342,0.658,0.334,0.418,15197,15241,0 days 00:15:04,0 days 00:16:16,0.2889,0.7111,0.438,0.5293,0.0055,0.0138,0.0029,0.0229
Poppy,Volibear,78,106,2.14,2.09,0.4531,0.5469,0.401,0.391,17188,15842,0 days 00:18:08,0 days 00:18:27,0.494,0.506,0.5177,0.5094,0.0274,0.0393,0.0383,0.0479
Jayce,Irelia,126,39,1.77,1.68,0.4062,0.5938,0.403,0.38,19190,15871,0 days 00:15:39,0 days 00:16:59,0.4953,0.5047,0.4811,0.4577,0.0719,0.0677,0.0497,0.1462
Urgot,Kled,6,240,1.75,2.63,0.3963,0.6037,0.38,0.443,19590,16080,0 days 00:15:55,0 days 00:17:38,0.4683,0.5317,0.5006,0.5165,0.0178,0.0294,0.0019,0.0122
Ornn,Kennen,516,85,2.77,1.95,0.6263,0.3737,0.407,0.361,13292,18584,0 days 00:18:56,0 days 00:18:41,0.5109,0.4891,0.5259,0.496,0.0432,0.0274,0.005,0.0064
Aatrox,Sion,266,14,2.21,2.19,0.6596,0.3404,0.389,0.379,20695,16300,0 days 00:19:16,0 days 00:17:18,0.4971,0.5029,0.5033,0.5135,0.1485,0.0301,0.1015,0.0051
Nasus,Fiora,75,114,1.96,1.61,0.5319,0.4681,0.341,0.333,16319,20023,0 days 00:16:44,0 days 00:16:46,0.522,0.478,0.4941,0.508,0.0166,0.0525,0.0043,0.0698
Tryndamere,Jax,23,24,1.78,1.63,0.5239,0.4761,0.36,0.34,16476,19286,0 days 00:16:57,0 days 00:15:18,0.4973,0.5027,0.5069,0.5016,0.0164,0.0422,0.0044,0.0243
Lucian,Trundle,236,48,1.46,2.27,0.29,0.71,0.376,0.355,19502,14110,0 days 00:15:20,0 days 00:16:00,0.4068,0.5932,0.4612,0.4938,0.0193,0.0065,0.0429,0.0007
Nocturne,Vayne,56,67,2.27,1.36,0.5951,0.4049,0.415,0.341,14987,16160,0 days 00:16:59,0 days 00:16:11,0.5965,0.4035,0.5331,0.4963,0.0142,0.016,0.0231,0.0528
Akali,Lucian,84,236,1.92,1.66,0.4979,0.5021,0.354,0.368,14161,17318,0 days 00:15:34,0 days 00:18:15,0.5081,0.4919,0.4693,0.4612,0.0659,0.0193,0.2186,0.0429
Vayne,Gnar,67,150,1.45,2.24,0.4959,0.5041,0.346,0.388,18401,14948,0 days 00:16:21,0 days 00:17:36,0.4701,0.5299,0.4963,0.5,0.016,0.0553,0.0528,0.0649
Nasus,Volibear,75,106,1.6,2.45,0.3613,0.6387,0.32,0.39,16166,19130,0 days 00:16:56,0 days 00:18:10,0.4633,0.5367,0.4941,0.5094,0.0166,0.0393,0.0043,0.0479
Irelia,Malphite,39,54,1.48,2.6,0.5023,0.4977,0.367,0.406,15680,15164,0 days 00:18:20,0 days 00:16:31,0.44,0.56,0.4577,0.5058,0.0677,0.046,0.1462,0.1194
Yorick,Lucian,83,236,1.82,1.7,0.5687,0.4313,0.301,0.356,15332,18443,0 days 00:17:24,0 days 00:15:35,0.5127,0.4873,0.4766,0.4631,0.0054,0.0193,0.0033,0.0429
Darius,Nasus,122,75,1.95,1.8,0.5348,0.4652,0.359,0.327,18221,16369,0 days 00:17:50,0 days 00:16:28,0.5009,0.4991,0.5073,0.4941,0.0449,0.0166,0.1331,0.0043
Kennen,Yorick,85,83,2.35,2.03,0.4457,0.5543,0.355,0.322,17508,16826,0 days 00:15:14,0 days 00:19:45,0.4977,0.5023,0.496,0.4796,0.0274,0.0053,0.0064,0.0032
Jax,Trundle,24,48,1.75,1.75,0.5203,0.4797,0.362,0.382,19209,14633,0 days 00:15:58,0 days 00:16:10,0.5335,0.4665,0.5016,0.4938,0.0422,0.0065,0.0243,0.0007
Teemo,Lee Sin,17,64,1.62,2.21,0.462,0.538,0.342,0.414,22445,16874,0 days 00:17:26,0 days 00:16:28,0.4849,0.5151,0.4977,0.5086,0.0139,0.0572,0.0104,0.4689
Pantheon,Wukong,80,62,1.98,2.05,0.4754,0.5246,0.428,0.386,16495,14947,0 days 00:17:02,0 days 00:17:11,0.4762,0.5238,0.5229,0.5155,0.0077,0.0318,0.1064,0.0095
Sion,Jayce,14,126,2.62,1.74,0.5319,0.4681,0.418,0.398,14080,22390,0 days 00:17:15,0 days 00:17:56,0.5581,0.4419,0.5135,0.4811,0.0301,0.0719,0.0051,0.0497
Kled,Trundle,240,48,2.39,1.86,0.5354,0.4646,0.434,0.391,19245,19763,0 days 00:15:50,0 days 00:15:26,0.5301,0.4699,0.5165,0.4938,0.0294,0.0065,0.0122,0.0007
Jax,Lucian,24,236,1.64,1.64,0.5326,0.4674,0.33,0.372,13749,16385,0 days 00:15:58,0 days 00:16:19,0.514,0.486,0.5016,0.4612,0.0422,0.0193,0.0243,0.0429
Volibear,Poppy,106,78,2.09,2.14,0.5469,0.4531,0.391,0.401,15842,17188,0 days 00:18:27,0 days 00:18:08,0.506,0.494,0.5094,0.5177,0.0393,0.0274,0.0479,0.0383
Maokai,Kled,57,240,2.16,2.59,0.3528,0.6472,0.398,0.466,17497,20484,0 days 00:16:47,0 days 00:18:52,0.4834,0.5166,0.5325,0.5165,0.0188,0.0294,0.0109,0.0122
Zac,Gnar,154,150,2.78,1.89,0.6067,0.3933,0.417,0.378,15398,20876,0 days 00:16:37,0 days 00:18:00,0.5372,0.4628,0.5083,0.5,0.011,0.0553,0.0074,0.0649
Fiora,Vladimir,114,8,1.5,1.99,0.4591,0.5409,0.324,0.365,17183,18896,0 days 00:16:58,0 days 00:16:59,0.4703,0.5297,0.508,0.498,0.0525,0.0342,0.0698,0.0247
Urgot,Garen,6,86,1.8,2.34,0.4573,0.5427,0.37,0.371,17283,14337,0 days 00:16:14,0 days 00:17:04,0.4809,0.5191,0.5006,0.5028,0.0178,0.0341,0.0019,0.0168
Lee Sin,Ryze,64,13,2.26,1.7,0.6185,0.3815,0.428,0.356,17823,18344,0 days 00:17:15,0 days 00:16:48,0.5417,0.4583,0.5086,0.4426,0.0572,0.0104,0.4689,0.0025
Yasuo,Darius,157,122,1.4,2.3,0.3219,0.6781,0.335,0.402,15764,16636,0 days 00:15:42,0 days 00:16:41,0.4832,0.5168,0.482,0.5073,0.0091,0.0449,0.1139,0.1331
Jayce,Vayne,126,67,1.96,1.61,0.4756,0.5244,0.403,0.352,19528,16343,0 days 00:17:22,0 days 00:16:03,0.5287,0.4713,0.4811,0.4963,0.0719,0.016,0.0497,0.0528
Yone,Gangplank,777,41,1.88,2.2,0.4419,0.5581,0.369,0.409,20320,19712,0 days 00:16:08,0 days 00:17:24,0.5703,0.4297,0.4778,0.4885,0.0071,0.0303,0.052,0.0235
Camille,Sylas,164,517,1.79,1.94,0.4641,0.5359,0.378,0.408,16707,16146,0 days 00:16:46,0 days 00:17:22,0.4984,0.5016,0.5,0.5016,0.0328,0.1206,0.0107,0.242
Urgot,Lucian,6,236,2.11,1.65,0.5102,0.4898,0.382,0.379,14347,18365,0 days 00:15:33,0 days 00:17:20,0.5603,0.4397,0.5006,0.4612,0.0178,0.0193,0.0019,0.0429
Ryze,Yone,13,777,1.7,2.03,0.3739,0.6261,0.336,0.38,17770,19360,0 days 00:17:44,0 days 00:17:27,0.4667,0.5333,0.4447,0.4778,0.0104,0.0071,0.0025,0.052
Urgot,Camille,6,164,1.93,1.99,0.5265,0.4735,0.393,0.398,17747,15925,0 days 00:18:00,0 days 00:16:38,0.5135,0.4865,0.5006,0.5,0.0178,0.0328,0.0019,0.0107
Wukong,Volibear,62,106,2.16,2.12,0.4747,0.5253,0.398,0.387,16746,16158,0 days 00:17:35,0 days 00:17:47,0.4965,0.5035,0.5155,0.5094,0.0318,0.0393,0.0095,0.0479
Volibear,Irelia,106,39,2.59,1.35,0.6181,0.3819,0.414,0.354,16527,16072,0 days 00:17:20,0 days 00:16:56,0.5869,0.4131,0.5094,0.4577,0.0393,0.0677,0.0479,0.1462
Riven,Kennen,92,85,1.97,1.94,0.5619,0.4381,0.372,0.359,14165,17405,0 days 00:18:13,0 days 00:18:03,0.4956,0.5044,0.5231,0.496,0.04,0.0274,0.0043,0.0064
Maokai,Jax,57,24,2.51,1.57,0.5129,0.4871,0.411,0.348,15488,18521,0 days 00:16:43,0 days 00:17:41,0.5609,0.4391,0.5325,0.5016,0.0188,0.0422,0.0109,0.0243
Lucian,Singed,236,27,1.81,1.87,0.6335,0.3665,0.378,0.36,19616,11995,0 days 00:17:24,0 days 00:15:40,0.4569,0.5431,0.4612,0.5142,0.0193,0.0101,0.0429,0.0013
Shen,Viego,98,234,3.19,1.69,0.5743,0.4257,0.453,0.383,12116,16926,0 days 00:16:06,0 days 00:20:22,0.5377,0.4623,0.5191,0.4815,0.0775,0.0141,0.1125,0.1378
Yone,Renekton,777,58,1.44,2.31,0.3363,0.6637,0.343,0.394,16997,16085,0 days 00:14:27,0 days 00:18:05,0.4589,0.5411,0.4778,0.4923,0.0071,0.0882,0.052,0.1339
Ryze,Fiora,13,114,1.71,1.79,0.4054,0.5946,0.346,0.324,17318,15832,0 days 00:16:54,0 days 00:16:42,0.4489,0.5511,0.4447,0.5083,0.0104,0.0527,0.0025,0.0694
Vayne,Trundle,67,48,1.41,2.42,0.4014,0.5986,0.345,0.404,20034,13395,0 days 00:15:29,0 days 00:17:06,0.4505,0.5495,0.4963,0.4938,0.016,0.0065,0.0528,0.0007
Warwick,Jayce,19,126,2.17,1.61,0.6544,0.3456,0.404,0.391,14264,21681,0 days 00:16:44,0 days 00:18:01,0.5629,0.4371,0.5144,0.4811,0.0116,0.0719,0.003,0.0497
Rumble,Heimerdinger,68,74,2.14,1.7,0.4366,0.5634,0.387,0.352,17580,23393,0 days 00:16:22,0 days 00:19:15,0.4667,0.5333,0.4868,0.5131,0.0289,0.0086,0.2814,0.0085
Quinn,Renekton,133,58,1.78,1.87,0.4848,0.5152,0.396,0.35,20373,11970,0 days 00:15:54,0 days 00:17:39,0.5352,0.4648,0.5025,0.4912,0.0091,0.088,0.0114,0.1333
Kennen,Volibear,85,106,1.93,2.17,0.3589,0.6411,0.361,0.365,18851,13149,0 days 00:18:21,0 days 00:18:37,0.5205,0.4795,0.496,0.5094,0.0274,0.0393,0.0064,0.0479
Vayne,Heimerdinger,67,74,1.74,1.73,0.5625,0.4375,0.347,0.327,15125,19581,0 days 00:16:22,0 days 00:18:23,0.4525,0.5475,0.4963,0.5131,0.016,0.0086,0.0528,0.0085
Maokai,Shen,57,98,2.41,3.03,0.4563,0.5437,0.395,0.46,14953,15909,0 days 00:20:48,0 days 00:18:05,0.5049,0.4951,0.5325,0.5191,0.0188,0.0775,0.0109,0.1125
Nocturne,Rumble,56,68,2.07,2.02,0.4816,0.5184,0.423,0.425,14910,18270,0 days 00:17:37,0 days 00:15:50,0.5263,0.4737,0.5331,0.4868,0.0142,0.0289,0.0231,0.2814
Sett,Volibear,875,106,1.61,2.36,0.3848,0.6152,0.361,0.409,16989,17066,0 days 00:17:04,0 days 00:17:02,0.4705,0.5295,0.5074,0.5094,0.1382,0.0393,0.1052,0.0479
Cho'Gath,Vayne,31,67,1.95,1.67,0.5087,0.4913,0.364,0.356,12687,22885,0 days 00:16:47,0 days 00:17:57,0.4327,0.5673,0.5029,0.4963,0.01,0.016,0.001,0.0528
Cho'Gath,Yorick,31,83,2.75,1.99,0.5775,0.4225,0.396,0.338,17771,21038,0 days 00:16:18,0 days 00:17:47,0.5259,0.4741,0.5029,0.4796,0.01,0.0053,0.001,0.0032
Urgot,Rengar,6,107,2.11,1.91,0.5451,0.4549,0.412,0.387,18709,15337,0 days 00:17:28,0 days 00:16:17,0.5501,0.4499,0.5006,0.501,0.0178,0.0175,0.0019,0.011
Gwen,Gangplank,887,41,1.86,2.05,0.5416,0.4584,0.355,0.398,18366,18676,0 days 00:16:40,0 days 00:17:42,0.5288,0.4712,0.5003,0.4902,0.0608,0.0303,0.2419,0.0235
Quinn,Malphite,133,54,1.56,3.02,0.3437,0.6563,0.392,0.42,15854,15578,0 days 00:17:16,0 days 00:19:03,0.4112,0.5888,0.5025,0.5058,0.0091,0.046,0.0114,0.1194
Gnar,Kalista,150,429,2.48,1.4,0.4955,0.5045,0.407,0.351,14668,17967,0 days 00:15:12,0 days 00:17:24,0.485,0.515,0.5,0.4445,0.0553,0.0055,0.0649,0.0029
Teemo,Ryze,17,13,1.76,1.86,0.4687,0.5313,0.32,0.341,19437,17881,0 days 00:17:09,0 days 00:18:28,0.5021,0.4979,0.4977,0.4426,0.0139,0.0104,0.0104,0.0025
Rengar,Cho'Gath,107,31,1.74,2.36,0.511,0.489,0.388,0.405,18033,16981,0 days 00:16:49,0 days 00:17:44,0.4222,0.5778,0.501,0.5029,0.0175,0.01,0.011,0.001
Maokai,Rengar,57,107,2.6,1.85,0.5362,0.4638,0.42,0.373,16386,16727,0 days 00:17:25,0 days 00:17:18,0.5533,0.4467,0.5325,0.501,0.0188,0.0175,0.0109,0.011
Illaoi,Sylas,420,517,1.61,1.86,0.5502,0.4498,0.339,0.4,22546,17911,0 days 00:19:07,0 days 00:15:17,0.5425,0.4575,0.4889,0.5016,0.0081,0.1206,0.0031,0.242
Teemo,Riven,17,92,1.5,2.16,0.3776,0.6224,0.322,0.378,20622,15953,0 days 00:18:28,0 days 00:17:09,0.4827,0.5173,0.4977,0.5231,0.0139,0.04,0.0104,0.0043
Dr. Mundo,Gwen,36,887,2.01,1.93,0.4078,0.5922,0.348,0.364,17598,20966,0 days 00:16:56,0 days 00:16:59,0.4821,0.5179,0.4922,0.5014,0.0063,0.0613,0.0009,0.2413
Vayne,Kled,67,240,1.61,2.28,0.4805,0.5195,0.376,0.417,22556,14180,0 days 00:16:19,0 days 00:16:40,0.5601,0.4399,0.4963,0.5165,0.016,0.0294,0.0528,0.0122
Sylas,Sett,517,875,1.86,1.85,0.4878,0.5122,0.409,0.376,15881,17387,0 days 00:15:17,0 days 00:17:11,0.4749,0.5251,0.5016,0.5074,0.1206,0.1382,0.242,0.1052
Vayne,Quinn,67,133,1.42,1.92,0.4602,0.5398,0.342,0.42,16611,19462,0 days 00:16:59,0 days 00:16:48,0.464,0.536,0.4963,0.5025,0.016,0.0091,0.0528,0.0114
Teemo,Yasuo,17,157,1.78,1.63,0.4734,0.5266,0.341,0.366,19186,17700,0 days 00:16:29,0 days 00:17:08,0.4657,0.5343,0.4977,0.482,0.0139,0.0091,0.0104,0.1139
Gangplank,Urgot,41,6,2.13,2.12,0.4523,0.5477,0.391,0.378,17698,16755,0 days 00:17:50,0 days 00:16:38,0.4856,0.5144,0.4902,0.5006,0.0303,0.0178,0.0235,0.0019
Ornn,Kayle,516,10,2.82,1.75,0.6002,0.3998,0.405,0.356,13257,18836,0 days 00:17:29,0 days 00:17:53,0.5204,0.4796,0.5259,0.5077,0.0432,0.0219,0.005,0.0035
Vladimir,Viego,8,234,2.02,1.78,0.4851,0.5149,0.362,0.381,19346,18379,0 days 00:16:27,0 days 00:17:38,0.4774,0.5226,0.498,0.4815,0.0342,0.0141,0.0247,0.1378
Sylas,Maokai,517,57,2.01,2.22,0.6112,0.3888,0.428,0.385,19199,15215,0 days 00:18:01,0 days 00:17:12,0.4915,0.5085,0.5016,0.5325,0.1206,0.0188,0.242,0.0109
Pantheon,Akali,80,84,2.12,1.87,0.5042,0.4958,0.424,0.39,17846,16309,0 days 00:18:02,0 days 00:17:20,0.5092,0.4908,0.5229,0.4693,0.0077,0.0659,0.1064,0.2186
Vladimir,Yorick,8,83,1.82,2.02,0.4094,0.5906,0.324,0.321,18811,19059,0 days 00:14:46,0 days 00:18:23,0.4113,0.5887,0.498,0.4796,0.0342,0.0053,0.0247,0.0032
Lucian,Kennen,236,85,1.6,2.17,0.5071,0.4929,0.359,0.354,16721,14594,0 days 00:18:47,0 days 00:15:25,0.4308,0.5692,0.4612,0.496,0.0193,0.0274,0.0429,0.0064
Dr. Mundo,Shen,36,98,2.15,3.11,0.5625,0.4375,0.392,0.454,18642,13753,0 days 00:21:06,0 days 00:15:39,0.4692,0.5308,0.4922,0.5182,0.0063,0.0779,0.0009,0.1132
Riven,Heimerdinger,92,74,2.35,1.38,0.5891,0.4109,0.383,0.322,14588,21223,0 days 00:16:05,0 days 00:18:24,0.5568,0.4432,0.5231,0.5131,0.04,0.0086,0.0043,0.0085
Sion,Kayle,14,10,2.5,1.75,0.5637,0.4363,0.401,0.365,15118,19525,0 days 00:18:16,0 days 00:17:01,0.5348,0.4652,0.5135,0.5077,0.0301,0.0219,0.0051,0.0035
Akali,Lee Sin,84,64,1.79,2.2,0.4565,0.5435,0.377,0.43,17545,18624,0 days 00:15:49,0 days 00:17:58,0.4516,0.5484,0.4693,0.5086,0.0659,0.0572,0.2186,0.4689
Viego,Vladimir,234,8,1.78,2.02,0.5149,0.4851,0.381,0.362,18379,19346,0 days 00:17:38,0 days 00:16:27,0.5226,0.4774,0.4815,0.498,0.0141,0.0342,0.1378,0.0247
Pantheon,Garen,80,86,2.14,1.99,0.5241,0.4759,0.419,0.386,18753,15655,0 days 00:16:01,0 days 00:18:19,0.5339,0.4661,0.5229,0.5028,0.0077,0.0341,0.1064,0.0168
Cho'Gath,Aatrox,31,266,2.03,2.16,0.4685,0.5315,0.368,0.377,16962,20283,0 days 00:17:14,0 days 00:18:15,0.4866,0.5134,0.5029,0.5033,0.01,0.1485,0.001,0.1015
Yorick,Kennen,83,85,2.03,2.35,0.5543,0.4457,0.322,0.355,16826,17508,0 days 00:19:45,0 days 00:15:14,0.5023,0.4977,0.4766,0.4998,0.0054,0.0275,0.0033,0.0064
Kled,Kalista,240,429,2.94,1.18,0.6308,0.3692,0.434,0.335,14273,18162,0 days 00:15:39,0 days 00:15:41,0.5964,0.4036,0.5165,0.4445,0.0294,0.0055,0.0122,0.0029
